"","sew1","pass2","ret3","red4","grn5","blu6","pur7","yel8","cer9","wes10","sew11","sewa","passa","reta","reda","grna","blua","pura","yela","cera","wesa","pass","ret","red","grn","blu","pur","yel","cer","wes","sew","passt","rett","redt","grnt","blut","purt","yelt","cert","west","sew14","pass14","ret14","red14","grn14","blu14","pur14","yel14","cer14","wes14"
"1",99.5583173577486,"word",-0.879107183139112,0.349256759742275,1.42277848441154,245,1,"pec",1,4575.71503470954,100.674487992507,101.520774453329,"word",0.706313749291676,0.395520464982837,0.152141852304339,637,1,"pec",1,4923.02842308131,"word",0.978912157734486,0.704127333592623,8.62960836384445,90,1,"pec",1,4819.47549124373,99.2873725014283,"word",0.485710170159217,0.461793779861182,8.18488412769511,573,1,"pec",1,5076.47067064348,100.249063493132,"word",1.10649945878813,0.359125379472971,9.75331288762391,31,1,"pec",1,5024.9098905307
"2",100.156589884632,"word",-0.730363857871846,0.833638807293028,1.91568540642038,755,2,"pec",1,5166.35734559756,100.082791065562,99.1363408246918,"word",0.887155361369127,0.186486788559705,7.48475742293522,926,2,"pec",1,5156.99958235989,"word",0.503344550011427,0.26785886567086,5.48425783170387,546,2,"pec",1,5121.34996962179,99.2678733576059,"word",1.5690372997889,0.147102715214714,5.86438020691276,565,2,"pec",1,4971.69050871189,101.031195793227,"word",-0.153328146136042,0.826848775381222,8.70860904222354,774,2,"pec",1,4957.40075651127
"3",99.0639359546564,"word",0.163565633481309,0.344053061446175,5.22845113649964,761,3,"pec",1,5227.93122457141,99.4086101195999,98.8570434180871,"word",0.835696903384377,0.759846436558291,4.21489965170622,513,3,"pec",1,5036.1666023508,"word",0.696471241664182,0.859643721720204,7.66336470609531,522,3,"pec",1,5138.76127535249,100.235422352832,"word",-0.427532251227836,0.661036960780621,8.23071625549346,609,3,"pec",1,5038.12286853928,100.813002276626,"word",-0.814595197012989,0.277833535568789,5.85990262916312,530,3,"pec",1,5274.34865152399
"4",99.4424886793574,"word",-0.585287483077741,0.858929557492957,7.39317384315655,82,4,"pec",1,4945.85645900757,100.501035625869,98.4904194842256,"word",1.19963785903197,0.189461446134374,5.23588822223246,251,4,"pec",1,5193.193030478,"word",-0.0580113073113762,0.34514805325307,1.97068488458171,497,4,"pec",1,5019.70638127353,99.0555271482765,"word",0.0946997579661724,0.941720091272146,0.739298746921122,994,4,"pec",1,4612.42577517487,99.3009429608336,"word",0.109570459735257,0.32706456631422,2.54072703188285,601,4,"pec",1,5480.15203404588
"5",98.6451279165959,"word",-1.29066236238989,0.895336316665635,6.84002945432439,318,5,"pec",1,5349.54925534976,98.4503458138445,100.123958632384,"word",-0.861403159015295,0.600346629275009,6.72811939148232,975,5,"pec",1,4820.08435417405,"word",-0.937997553923259,0.261276427656412,2.27095940848812,700,5,"pec",1,4885.65745475078,101.570342046518,"word",-1.06218446533907,0.824804133269936,6.21004338609055,678,5,"pec",1,5071.21771140403,99.4989917166787,"word",-0.458124493709902,0.437572284368798,0.18487035529688,51,5,"pec",1,4932.80554123857
"6",99.013337725277,"word",0.324984787089323,0.789247486973181,1.35934243910015,465,6,"pec",1,4847.46662126938,100.476887883899,99.767325790751,"word",-0.19006760816301,0.926954706432298,3.02590829087421,387,6,"pec",1,4878.34654757913,"word",0.486358696341114,0.760397657752037,7.33498495537788,798,6,"pec",1,5010.57842696509,101.270881619386,"word",-0.305732209221592,0.419626870192587,0.208799142856151,79,6,"pec",1,5113.76714003024,98.8614265126585,"word",0.229234809816847,0.840437597129494,7.55045291502029,15,6,"pec",1,4881.54189518765
"7",99.0035171969852,"word",0.503887510150552,0.259805881185457,5.69903518306091,115,7,"pec",1,5029.67362158568,100.456444855844,101.094923137098,"word",-0.852421886537551,0.101815669098869,9.60190137382597,969,7,"pec",1,5035.52120254796,"word",0.287788265212941,0.841994818067178,2.36614205641672,463,7,"pec",1,5329.05538085788,101.238894045634,"word",2.7759040913007,0.118968196446076,9.28443730343133,781,7,"pec",1,4921.04012493645,98.4142883124153,"word",-1.36665002186082,0.257553681964055,7.33481226023287,90,7,"pec",1,4999.66358511678
"8",99.5315089572384,"word",1.49392506070427,0.741378884296864,7.57198474369943,962,8,"pec",1,4685.50046807706,98.1147982490118,98.6825778347022,"word",-0.694114282570669,0.565767618827522,2.59408428799361,995,8,"pec",1,4880.24966904243,"word",0.747112397053732,0.263662398094311,0.438901877496392,668,8,"pec",1,5034.46250459853,100.9606253829,"word",1.22048775178497,0.333032316761091,4.62772600352764,220,8,"pec",1,5066.08594997651,99.8082931857195,"word",-0.91966045580836,0.15276918746531,1.78141679381952,258,8,"pec",1,4991.71264270379
"9",100.308340417328,"word",-0.677037967199102,0.415361566469073,2.42450169986114,664,9,"pec",1,5072.83500792095,100.811226659699,99.7417108649895,"word",2.15709046852031,0.837149417959154,0.646376181393862,880,9,"pec",1,4954.38787880343,"word",0.276772641603738,0.44340951833874,6.53248101007193,976,9,"pec",1,4908.57801134071,101.368860198112,"word",-0.36889454492434,0.288778472226113,5.80042706336826,964,9,"pec",1,5216.33835872353,98.7642472137768,"word",-1.19131193207368,0.449324279325083,7.6060613966547,27,9,"pec",1,5246.54929734549
"10",101.902467450597,"word",-0.0913111596118387,0.743215235415846,7.758126584813,864,10,"pec",1,5208.81402763341,100.793829139516,98.5209285946004,"word",0.309898287116115,0.218337061116472,5.8400030946359,645,10,"pec",1,4876.42656448527,"word",0.499092697091482,0.692333210492507,3.74565071891993,186,10,"pec",1,4967.88347592911,100.372423654904,"word",1.43249633524431,0.262394824298099,3.88666893355548,723,10,"pec",1,5207.21788041532,99.5706599535849,"word",0.906902066996511,0.428463143762201,6.57746086828411,824,10,"pec",1,5157.13349575402
